Node_ID,Node_Type,Link_Type,E_Consumed_J,E_Harvested_J,Net_Energy_J,Life_Days,Can_Listen_AP,AP_Can_Listen
40,PV,RF,3.07704202897664,40.52926088737812,37.45221885840148,inf,True,True
41,PV,RF,3.0760217944550097,40.09772320385557,37.02170140940056,inf,True,True
42,PV,RF,3.073604203156358,39.08466267183011,36.01105846867375,inf,True,True
43,PV,RF,3.0724875398804183,38.62123436031377,35.54874682043335,inf,True,True
44,PV,RF,3.0718711103989707,38.36661845375885,35.29474734335988,inf,True,True
45,PV,RF,3.0697034627411703,37.478067412064554,34.40836394932339,inf,True,True
46,PV,RF,3.0683346015723396,36.922369776451674,33.854035174879336,inf,True,True
47,PV,RF,3.068002234979342,36.78807305869672,33.72007082371738,inf,True,True
48,PV,RF,3.066226287468528,36.074629244198285,33.00840295672975,inf,True,True
49,PV,RF,3.064650237569372,35.4473146825186,32.38266444494923,inf,True,True
50,PV,RF,3.0644591986504395,35.37164601813915,32.30718681948871,inf,True,True
51,PV,RF,3.0631637796171174,34.860647888159875,31.797484108542758,inf,True,True
52,PV,RF,3.0614734469938387,34.199363972056965,31.137890525063128,inf,True,True
53,PV,RF,3.061295827214313,34.13023612062667,31.068940293412357,inf,True,True
54,PV,RF,3.0605243320434488,33.83076910854221,30.770244776498764,inf,True,True
55,PV,RF,3.0588789901469946,33.19638887988126,30.137509889734268,inf,True,True
56,PV,RF,3.0586797408354642,33.11996063213438,30.061280891298914,inf,True,True
57,PV,RF,3.058525460929885,33.06084020701601,30.00231474608612,inf,True,True
58,PV,RF,3.0573261428369474,32.60299401597825,29.545667873141298,inf,True,True
59,PV,RF,3.057628826361104,32.71825535028258,29.66062652392148,inf,True,True
60,PV,RF,3.049199142287127,29.580595897395966,26.53139675510884,inf,True,True
61,PV,RF,3.0565271027699388,32.29965860061216,29.243131497842224,inf,True,True
62,PV,RF,3.0634262909757934,34.96390365170444,31.900477360728647,inf,True,True
63,PV,RF,3.069645475093666,37.454442142700465,34.3847966676068,inf,True,True
64,PV,RF,3.0753729675126102,39.82452800249774,36.74915503498514,inf,True,True
65,PV,RF,3.0807440005087745,42.1153754279695,39.034631427460724,inf,True,True
66,PV,RF,3.085434413108476,44.17126954245005,41.085835129341575,inf,True,True
67,PV,RF,3.089538032937874,46.01323513129667,42.923697098358794,inf,True,True
68,PV,RF,3.093349663894603,47.761067085324825,44.667717421430225,inf,True,True
69,PV,RF,3.09658760686396,49.27430280821593,46.177715201351965,inf,True,True
70,PV,RF,3.0991989867910004,50.51408945751144,47.41489047072044,inf,True,True
71,PV,RF,3.1015733977631794,51.656605210751046,48.55503181298786,inf,True,True
72,PV,RF,3.103541393854893,52.614697676947195,49.511156283092305,inf,True,True
73,PV,RF,3.1048973723595226,53.28077166708692,50.17587429472739,inf,True,True
74,PV,RF,3.106040255047,53.84596135613485,50.73992110108785,inf,True,True
75,PV,RF,3.1069570870455956,54.30188499196222,51.194927904916625,inf,True,True
76,PV,RF,3.1073269282524154,54.48643881908339,51.37911189083098,inf,True,True
77,PV,RF,3.1074756352452786,54.56074860602424,51.45327297077896,inf,True,True
78,PV,RF,3.107556110751562,54.600987551570064,51.493431440818505,inf,True,True
79,PV,RF,3.1071969250148856,54.42152419137603,51.31432726636115,inf,True,True
80,PV,RF,3.106589005353288,54.11857406639156,51.011985061038274,inf,True,True
81,PV,RF,3.1060260134028588,53.8388970010592,50.73287098765634,inf,True,True
82,PV,RF,3.1051596657132925,53.410176051633066,50.30501638591977,inf,True,True
83,PV,RF,3.104014955234443,52.84676444888885,49.74274949365441,inf,True,True
84,PV,RF,3.1029746338326056,52.33773629233498,49.23476165850238,inf,True,True
